Nome,Classe,Tipo de Ativo,Bolsa Fonte,Ativo Cancelado,CNPJ,Número de emissão,Serie,Codigo,Setor NAICS ult disponiv,Agente Fiduciário,Líder,Banco Mandatário,Incentivada Lei 12.431,Volume,Data de emissão,Vencimento/Repactuação,Referência NTN-B,Remuneração,Amortização,Espécie,Tipo de Debênture,Índice de correção,Data da Últ Cotação,Taxa (YTM) [%],Máximo da Taxa (YTM) 12 meses [%],Data do Máximo Taxa (YTM) 12 meses,Taxa Atual vs Máx 12m [%],PU [R$],Máximo do PU 12 meses [R$],Data do Máximo PU 12 meses,PU Atual vs Máx 12m [%],Duration [dias úteis],Taxa de Compra [%],Taxa de Venda [%],Retorno 1 dia [%],Prêmio vs CDI 1 dia [% do CDI],Retorno 6 meses [%],Prêmio vs CDI 6 meses [% do CDI],Retorno 12 meses [%],Prêmio vs CDI 12 meses [% do CDI],Retorno no Ano [%],Prêmio vs CDI no Ano [% do CDI],Retorno do Início [%],Prêmio vs CDI do Início [% do CDI],Volatilidade 12 meses [%],Sharpe 12 meses,Máx Retorno Mensal (últ. 12 meses) [%],Máx Prêmio Mensal (últ. 12 meses) [% do CDI],Mín Retorno Mensal (últ. 12 meses) [%],Mín Prêmio Mensal (últ. 12 meses) [% do CDI],Meses Positivos (últ. 12 meses) [unidades],Meses acima do CDI (últ. 12 meses) [unidades],Dias Positivos (últ. 12 meses) [%],Dias acima do CDI (últ. 12 meses) [%],Perda Máxima (últ. 12 meses) [%],Data do Pico Perda Máxima,Data do Fundo Perda Máxima,Tempo de Recuperação Perda Máxima em dias úteis,Data Recuperação Perda Máxima
Engie Brasil,Emis 06/Ser 02,Título privado de renda fixa,Anbima,ativo,02474103000119,6,2,TBLE26,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco J Safra SA,Banco Citibank SA,Sim,353400000.00,15/07/2016,15/07/2026,15/05/2025,"Pagamento anual, no dias 15-Jul. Primeiro em 15-Jul-2017 e último no vencimento.","3 parcelas anuais em 15-Jul-2024, 15-Jul-2025 e 15-Jul-2026.",Quirografária,IPCA Spread,"IPCA + 6,2515%",21/12/2020,,5.8,24/03/2020,,,1368.934073,21/12/2020,,,,,,,8.86,899.56,10.44,371.52,9.51,351.59,,,10.15,0.80,3.31,2404.64,-6.27,-1854.25,9,9,,,-10.40,04/03/2020,24/03/2020,81,01/07/2020
Engie Brasil,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,02474103000119,7,01,EGIE17,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Sim,515353000.00,15/07/2018,15/07/2025,15/05/2025,Pagamento anual. nos dias 15-Jul. Primeiro em 15-Jul-2019 e última no vencimento,2 parcelas iguais. Em 15-jul-2024 e no vencimento,Quirografária,IPCA Spread,"IPCA + 5,6579%",21/12/2020,,5.6451,23/03/2020,,,1233.629366,21/12/2020,,,,,,,6.96,706.54,11.33,403.20,9.39,347.26,,,10.00,0.90,3.68,2233.21,-6.54,-1933.36,9,9,,,-9.61,04/03/2020,23/03/2020,77,25/06/2020
Engie Brasil,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,02474103000119,7,02,EGIE27,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Sim,231257000.00,15/07/2018,15/07/2028,15/08/2026,"Pagamento anual, nos dias 15-jul. Primeiro em 15-Jul-2019 e última no vencimento","Pagamento anual, nos dias 15-jul. Primeiro em 15-Jul-2026 e última no vencimento",Quirografária,IPCA Spread,"IPCA + 5,9033%",21/12/2020,,5.606,23/03/2020,,,1292.677064,21/12/2020,,,,,,,10.41,1057.47,13.32,474.19,11.15,412.46,,,12.38,0.91,4.61,3094.96,-9.42,-2785.21,10,10,,,-11.80,04/03/2020,23/03/2020,88,10/07/2020
Engie Brasil,Emis 09/Ser 01,Título privado de renda fixa,Anbima,ativo,02474103000119,9,01,EGIE19,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Banco Bradesco SA,Sim,576095000.00,15/07/2019,15/07/2026,15/08/2026,"Pagamento anual, no dia 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.",2 parcelas iguais em 15-Jul-2025 e no vencimento.,Quirografária,IPCA Spread,"IPCA + 3,70%",21/12/2020,,5.6746,23/03/2020,,,1144.834931,17/12/2020,,,,,,,9.91,1007.06,11.62,413.73,9.95,368.00,,,11.14,0.84,3.55,2637.40,-7.31,-2160.81,9,8,,,-10.86,04/03/2020,23/03/2020,83,03/07/2020
Engie Brasil,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,02474103000119,9,02,EGIE29,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Banco Bradesco SA,Sim,539678000.00,15/07/2019,15/07/2029,15/08/2028,"Pagamento anual, no dia 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.","3 parcelas: 33,3333% em 15-Jul-2027, 16,6667% em 15-Jul-2028 e 50% no vencimento.",Quirografária,IPCA Spread,"IPCA + 3,90%",21/12/2020,,5.6214,23/03/2020,,,1137.191084,18/12/2020,,,,,,,11.95,1213.72,12.72,452.63,9.85,364.10,,,13.18,0.81,4.40,2784.57,-10.48,-3097.34,9,9,,,-12.58,04/03/2020,23/03/2020,99,27/07/2020
Engie Brasil,Emis 09/Ser 03,Título privado de renda fixa,Anbima,ativo,02474103000119,9,03,EGIE39,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Banco Bradesco SA,Sim,378827000.00,15/07/2019,15/07/2026,15/08/2026,"Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.",2 parcelas iguais em 15-Jul-2025 e no vencimento.,Quirografária,IPCA Spread,"IPCA + 3,60%",21/12/2020,,5.6119,23/03/2020,,,1135.985495,21/12/2020,,,,,,,10.21,1036.94,12.31,438.34,10.69,395.34,,,10.32,0.96,3.53,2728.06,-6.82,-2014.49,9,9,,,-10.67,04/03/2020,23/03/2020,88,10/07/2020
Engie Brasil,Emis 09/Ser 04,Título privado de renda fixa,Anbima,ativo,02474103000119,9,04,EGIE49,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Santander Brasil SA,Banco Bradesco SA,Sim,105400000.00,15/07/2019,15/07/2029,15/08/2028,"Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jul-2021 e último no vencimento.","3 parcelas: 33,3333% em 15-Jul-2027, 16,6667% em 15-Jul-2028 e 50% no vencimento.",Quirografária,IPCA Spread,"IPCA + 3,70%",21/12/2020,,5.6078,23/03/2020,,,1124.860196,21/12/2020,,,,,,,12.03,1222.24,12.79,455.14,10.66,394.08,,,13.10,0.82,4.25,3339.33,-7.00,-2070.18,9,9,,,-12.45,04/03/2020,23/03/2020,99,27/07/2020
Entrevias Concessionária de Rodov S/A,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,26664057000189,2,Uni,ENTV12,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco Itau BBA SA,Itau Unibanco SA,Sim,1000000000.00,15/02/2018,15/12/2030,15/08/2028,"Pagamento anual, nos dias 15-dez. Primeiro em 15-dez-2018 e última no vencimento","Pagamento anual, nos dias 15-dez. Primeiro em 15-dez-2018 e última no vencimento",Garantia Real,IPCA Spread,"IPCA + 7,75%",21/12/2020,,6.7158,03/04/2020,,,1233.876572,21/12/2020,,,,,,,13.32,1353.23,10.17,362.07,8.51,314.74,,,12.26,0.66,5.53,3229.87,-11.69,-3453.55,9,9,,,-13.71,04/03/2020,24/03/2020,99,27/07/2020
Eolica Serra Das Vacas Holding S/A,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,23441056000187,1,02,EOVC21,"Geração, transmissão e distribuição de energia elétrica",Planner Trustee DTVM Ltda,Banco Itau BBA SA,Banco Bradesco SA,Sim,45000000.00,15/06/2016,15/06/2030,15/08/2028,Integral na data do vencimento,Pagamento semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2018 e última no vencimento,Garantia Real,IPCA Spread,"IPCA + 8,5818%",21/12/2020,,7.2097,24/04/2020,,,1384.53831,03/03/2020,,,,,,,13.03,1323.21,3.53,125.50,2.45,90.54,,,13.94,0.12,4.85,3242.03,-14.85,-4387.30,9,9,,,-17.09,03/03/2020,24/04/2020,,
Eqtl Maranhao,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,06272793000184,7,1,CEMA17,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,155000000.00,15/10/2016,15/10/2021,15/08/2022,"Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2017 e último no vencimento.",Integral na data do vencimento.,Quirografária,IPCA Spread,"IPCA + 5,4795%",21/12/2020,,4.158,09/04/2020,,,1231.542097,01/12/2020,,,,,,,6.68,678.49,8.58,305.38,8.22,304.08,,,4.47,1.30,1.93,1292.70,-2.19,-648.37,10,8,,,-3.19,01/12/2020,04/12/2020,,
Eqtl Maranhao,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,06272793000184,7,2,CEMA27,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,115000000.00,15/10/2016,15/10/2023,15/05/2023,"Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2017 e último no vencimento.",Integral na data do vencimento.,Quirografária,IPCA Spread,"IPCA + 5,5422%",21/12/2020,,5.294,23/03/2020,,,1271.049977,21/12/2020,,,,,,,7.73,784.70,9.67,344.34,8.80,325.53,,,6.72,1.04,2.58,1556.29,-4.17,-1233.38,10,10,,,-7.82,04/03/2020,23/03/2020,88,10/07/2020
Eqtl Maranhao,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,06272793000184,8,uni,CEMA18,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Santander Brasil SA,Banco Citibank SA,Não,500000000.00,15/09/2017,15/09/2022,,"Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018 e último no vencimento.",Integral na data do vencimento.,Quirografária,DI Percentual,107% do DI,21/12/2020,,177.785,09/04/2020,,,9866.596566,15/12/2020,,,,,,,4.01,407.56,3.14,111.90,2.91,107.79,,,2.66,0.14,1.54,794.50,-2.85,-843.07,10,8,,,-5.33,04/03/2020,08/04/2020,115,18/08/2020
Eqtl Para,Emis 03/Ser 01,Título privado de renda fixa,Anbima,ativo,04895728000180,3,01,CLPP13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,199069000.00,15/12/2016,15/12/2021,15/08/2022,"5 parcelas anuais, primeira em 15/12/2017",Integral na data do vencimento.,Garantia Fidejussória,IPCA Spread,"IPCA + 6,6971%",21/12/2020,,4.1482,04/05/2020,,,1236.351725,21/12/2020,,,,,,,7.21,732.17,10.10,359.51,9.65,356.92,,,4.74,1.54,1.71,1142.46,-2.10,-620.78,11,10,,,-3.23,01/12/2020,04/12/2020,12,17/12/2020
Eqtl Para,Emis 03/Ser 02,Título privado de renda fixa,Anbima,ativo,04895728000180,3,2,CLPP23,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,100931000.00,15/12/2016,15/12/2023,15/08/2024,Pagamento anual. Primeiro em 15/12/2017,Pagamento na data do vencimento.,Garantia Fidejussória,IPCA Spread,"IPCA + 6,8702%",21/12/2020,,5.2539,23/03/2020,,,1306.48386,11/12/2020,,,,,,,7.18,729.67,11.07,394.08,10.03,370.97,,,7.23,1.17,2.30,1228.62,-3.79,-1120.92,10,10,,,-7.56,04/03/2020,23/03/2020,79,29/06/2020
Eqtl Para,Emis 05/Ser 01,Título privado de renda fixa,Anbima,ativo,04895728000180,5,01,CELP15,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,543033000.00,25/04/2018,25/04/2023,,"Pagamento semestral, nos dias 25-out e 25-abr. Primeiro em 25-out-2018 e última no vencimento",Integral na data do vencimento,Quirografária,DI Spread,"DI + 1,1%",21/12/2020,,4.2323,01/04/2020,,,993.906491,17/12/2020,,,,,,,4.36,443.06,2.98,106.24,2.81,103.77,,,3.94,0.06,3.60,1265.02,-7.48,-2211.92,11,10,,,-7.70,27/02/2020,01/04/2020,112,07/08/2020
Eqtl Para,Emis 05/Ser 02,Título privado de renda fixa,Anbima,ativo,04895728000180,5,02,CELP25,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,456967000.00,25/04/2018,25/04/2023,,"Pagamento semestral, nos dias 25-out e 25-abr. Primeiro em 25-out-2018 e última no vencimento",Integral na data do vencimento,Quirografária,DI Spread,"DI + 1,3%",21/12/2020,,3.4442,14/04/2020,,,996.745702,21/12/2020,,,,,,,4.34,440.39,2.70,96.09,2.61,96.61,,,4.30,0.00,1.44,739.83,-3.75,-1107.49,10,9,,,-5.62,10/03/2020,14/04/2020,106,11/08/2020
Equatorial,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,03220438000173,3,uni,EQTL13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,448400000.00,01/10/2018,01/10/2024,,Pagamento Semestral. nos dias 01-Abr e 01-Out. primeiro em 01-Abr-2019,Integral na data do Vencimento,Subordinada,DI Spread,"DI+1,30%",21/12/2020,,4.1286,06/04/2020,,,989.286403,21/12/2020,,,,,,,4.98,505.45,2.51,89.24,2.26,83.51,,,5.48,-0.03,4.65,1633.66,-9.52,-2812.15,10,10,,,-9.90,10/03/2020,02/04/2020,113,20/08/2020
Equatorial Transmissora 1 Spe SA,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,26845650000121,1,uni,EQTS11,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Sim,55000000.00,15/01/2019,15/01/2033,15/08/2028,Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jan-2021,Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2023,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,4.26,3797.84,-1.29,-804.76,,,,,-3.25,03/08/2020,28/09/2020,83,01/12/2020
Equatorial Transmissora 2 Spe S/A,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,26845497000132,1,uni,EQTN11,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Sim,45000000.00,15/01/2019,15/01/2033,15/08/2028,Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2021 e última no vencimento,Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2023 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,5.9144,23/03/2020,,,1231.830642,21/12/2020,,,,,,,9.48,962.67,11.80,419.97,8.97,331.82,,,12.08,0.80,4.32,3350.72,-6.88,-2031.83,8,8,,,-12.00,14/02/2020,23/03/2020,110,27/07/2020
Equatorial Transmissora 3 Spe S/A,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,26845460000104,1,01,EQSP11,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Sim,45000000.00,15/01/2019,15/01/2033,15/08/2028,Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jan-2021,Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2023,Quirografária,IPCA Spread,"IPCA + 4,80%",21/12/2020,,,,,,,,,,,,,,8.94,908.14,,,,,,,,,4.19,3114.28,-1.65,-1031.85,,,,,-3.45,03/08/2020,28/09/2020,83,01/12/2020
Equatorial Transmissora 3 Spe S/A,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,26845460000104,1,02,EQSP21,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Sim,45000000.00,15/01/2019,15/01/2034,15/08/2028,Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2021 e última no vencimento,Pagamento semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jul-2023 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 4,65%",21/12/2020,,5.9558,23/03/2020,,,1211.198744,21/12/2020,,,,,,,9.18,932.82,10.61,377.48,8.32,307.55,,,11.92,0.71,3.88,2659.44,-7.64,-2258.89,9,8,,,-12.00,14/02/2020,23/03/2020,110,27/07/2020
Equatorial Transmissora 5 Spe SA,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,26845283000166,1,uni,EQTC11,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,66000000.00,15/04/2019,15/04/2039,15/08/2030,Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-abr-2021,Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-abr-2023,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,10.81,6264.09,-7.35,-6559.02,,,,,-9.67,04/12/2020,18/12/2020,,
Equatorial Transmissora 7 Spe S/A,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,26845702000160,2,uni,ETSP12,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,130000000.00,15/04/2019,15/04/2039,15/05/2035,Pagamento Semestral. nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2021,Pagamento Semestral. nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2023,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,,,,,,,,,,,,,17.00,1726.64,,,,,,,,,7.50,4483.45,-1.41,-897.03,,,,,-3.48,30/07/2020,15/10/2020,67,05/11/2020
Equatorial Transmissora 8 Spe S/A,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,27967244000102,1,01,EQTR11,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,102000000.00,15/04/2019,15/04/2039,15/05/2035,Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2021,Pagamento Semestral. nos dias 15-abr e 15-out. Primeiro em 15-abr-2023,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,6.4438,03/04/2020,,,1180.451708,18/12/2020,,,,,,,14.79,1502.20,14.00,498.18,11.83,437.42,,,15.00,0.82,6.03,4150.53,-12.25,-3620.50,9,9,,,-17.29,19/02/2020,03/04/2020,110,30/07/2020
Equatorial Transmissora 8 Spe S/A,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,27967244000102,1,02,EQTR21,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,87000000.00,15/04/2019,15/04/2039,15/05/2035,Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2021,Pagamento Semestral. nos dias 15-abr e 15-out. Primeiro em 15-abr-2023,Quirografária,IPCA Spread,"IPCA + 4,85%",21/12/2020,,6.0924,23/03/2020,,,1186.802941,18/12/2020,,,,,,,15.62,1586.23,14.27,507.78,11.24,415.81,,,15.94,0.80,6.22,4357.31,-9.14,-2702.46,8,7,,,-14.59,14/02/2020,23/03/2020,113,30/07/2020
Escelsa,Emis 05/Ser uni,Título privado de renda fixa,Anbima,ativo,28152650000171,5,uni,ESCE15,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Citibank SA,Não,190000000.00,07/04/2017,07/04/2022,,Pagamento Semestral. nos dias 07-Out e 07-Abr. Primeiro em 07-Out-2017 e última no vencimento,Pagamento Semestral. Primeiro em 07-Abr-2020,Quirografária,DI Percentual,"108,75% do DI",21/12/2020,,165.0947,14/07/2020,,,5962.544753,21/12/2020,,,,,,,2.01,203.72,2.88,102.67,2.76,102.11,,,1.02,0.08,0.69,318.55,-0.91,-267.50,11,7,,,-1.64,17/03/2020,08/04/2020,68,25/06/2020
Escelsa,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,28152650000171,8,uni,ESCE18,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco J Safra SA,Banco Citibank SA,Não,300000000.00,30/03/2019,30/03/2024,,Pagamento Semestral. nos dias 30-mar e 30-set. Primeiro em 30-set-2019,Integral na data do vencimento,Quirografária,DI Percentual,"106,9% do DI",21/12/2020,,162.463,20/04/2020,,,962.38841,15/12/2020,,,,,,,6.06,615.05,0.84,30.03,0.60,22.13,,,4.84,-0.38,1.90,960.56,-5.42,-1603.03,10,9,,,-9.54,04/03/2020,27/04/2020,195,11/12/2020
Esperanza Transmissora de Energia S/A,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,20514555000169,1,uni,SPRZ11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Sim,87000000.00,15/11/2017,15/09/2030,15/05/2025,Pagamento semestral. nos dias 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento,Pagamento semestral. nos dias 15-set e 15-mar. Primeiro em 15-set-2019 e última no vencimento,Garantia Real,IPCA Spread,"IPCA + 6,7968%",21/12/2020,,6.3822,23/03/2020,,,1239.080789,21/12/2020,,,,,,,8.24,837.28,12.33,438.71,11.09,410.24,,,10.98,0.92,3.65,2829.22,-5.10,-1508.60,9,9,,,-10.62,04/03/2020,23/03/2020,81,01/07/2020
Etap Emp Transmissora Agreste Potiguar S/A,Emis 02/Ser 02,Título privado de renda fixa,Anbima,ativo,25224629000146,2,02,ETAP22,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Itau Unibanco SA,Sim,114700000.00,15/09/2018,15/09/2025,15/05/2025,Pagamento semestral. nos dias 15-mar e 15-set. primeiro em 15-mar-2019,2 Parcelas iguais 50% em 15-set-2024 e 15-set-2025,Quirografária,IPCA Spread,"IPCA + 6,1675%",21/12/2020,,5.9261,23/03/2020,,,1206.883021,21/12/2020,,,,,,,7.35,746.95,7.48,266.35,6.37,235.74,,,9.81,0.52,3.31,2405.75,-5.34,-1578.17,8,8,,,-9.44,04/03/2020,23/03/2020,87,09/07/2020
Etb - Empresa de Transmissão Baiana S/A,Emis 02/Ser 01,Título privado de renda fixa,Anbima,ativo,24870961000115,2,01,ETBA12,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Santander Brasil SA,Itau Unibanco SA,Sim,715000000.00,15/12/2018,15/02/2029,15/08/2028,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-ago-2019 e última no vencimento,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2024 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 5,3382%",21/12/2020,,5.8593,23/03/2020,,,1194.021979,18/12/2020,,,,,,,9.57,972.32,11.30,402.22,9.09,336.32,,,9.77,0.91,3.74,2762.86,-5.95,-1757.39,8,8,,,-11.15,14/02/2020,23/03/2020,98,09/07/2020
Etc - Empresa Transmissora Capixaba S/A,Emis 02/Ser 02,Título privado de renda fixa,Anbima,ativo,25224658000108,2,02,CPXB22,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Itau Unibanco SA,Sim,85300000.00,15/09/2018,15/09/2025,15/05/2025,Pagamento Semestral. nos dias 13-mar e 13-set. primeiro em 13-mar-2019,2 Parcelas iguais 50% em 15-set-2024 e 15-set-2025,Quirografária,IPCA Spread,"IPCA + 6,1675%",21/12/2020,,5.8513,27/04/2020,,,1208.470435,21/12/2020,,,,,,,7.75,786.98,6.69,238.26,5.63,208.35,,,10.01,0.44,4.49,2246.17,-6.68,-1974.71,7,7,,,-9.94,04/03/2020,23/03/2020,96,22/07/2020
Extremoz Trans do Nordeste S/A,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,14029911000156,1,uni,EXTZ11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Bradesco SA,Sim,168000000.00,15/01/2017,15/01/2029,15/05/2025,Pagamento Semestral. nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2017,24 parcelas semestrais. Primeiro em 15-Set-2017 e última no vencimento,Garantia Real,IPCA Spread,"IPCA + 7,0291%",21/12/2020,,5.9325,24/03/2020,,,1058.703149,21/12/2020,,,,,,,7.99,811.15,6.75,240.24,6.20,229.24,,,10.30,0.43,3.65,2536.99,-4.88,-1441.91,7,7,,,-9.83,04/03/2020,24/03/2020,99,27/07/2020
F Cataguazes,Emis 11/Ser 01,Título privado de renda fixa,Anbima,ativo,19527639000158,11,01,FLCLA1,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,34000000.00,10/06/2019,10/06/2024,,Pagamento Sementral. nos dias 10-Jun e 10-Dez. Primeiro em 10-Dez-2019,Integral na data do Vencimento,Quirografária,DI Spread,"DI + 0,73%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,0.24,211.83,-0.01,-8.33,,,,,-0.25,27/10/2020,19/11/2020,30,09/12/2020
F Cataguazes,Emis 11/Ser 02,Título privado de renda fixa,Anbima,ativo,19527639000158,11,02,FLCLB1,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Itau Unibanco SA,Não,36000000.00,10/06/2019,10/06/2026,,"Pagamento Semestral, nos dias 10-dez e 10-jun. Primeiro em 10-dez-2019",Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,83%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.12,1892.72,0.21,135.14,,,,,-0.16,02/10/2020,05/10/2020,16,27/10/2020
Ferreira Gomes Energia SA,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,12489315000123,3,uni,FGEN13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Itau Unibanco SA,Sim,210900000.00,15/06/2014,15/12/2027,15/05/2025,"Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2015 e último no vencimento.",Pagamento semestral. Primeiro em 15-Dez-2017.,Garantia Real,IPCA Spread,"IPCA + 6,4686%",21/12/2020,,5.6856,23/03/2020,,,1574.798873,21/12/2020,,,,,,,9.86,1001.21,9.66,343.94,8.18,302.58,,,9.08,0.79,3.13,1991.84,-3.87,-1144.81,8,8,,,-9.15,04/03/2020,23/03/2020,107,06/08/2020
